timestamp,value
2026-01-01 07:30:00,93.812
2026-01-01 07:35:00,94.824
2026-01-01 07:40:00,92.783
2026-01-01 07:45:00,93.194
2026-01-01 07:50:00,93.078
2026-01-01 07:55:00,91.751
2026-01-01 08:00:00,93.819
2026-01-01 08:05:00,93.733
2026-01-01 08:10:00,93.38
2026-01-01 08:15:00,93.044
2026-01-01 08:20:00,91.578
2026-01-01 08:25:00,92.721
2026-01-01 08:30:00,92.762
2026-01-01 08:35:00,92.157
2026-01-01 08:40:00,92.871
2026-01-01 08:45:00,93.492
2026-01-01 08:50:00,95.213
2026-01-01 08:55:00,93.099
2026-01-01 09:00:00,93.137
2026-01-01 09:05:00,92.677
2026-01-01 09:10:00,90.4
2026-01-01 09:15:00,92.606
2026-01-01 09:20:00,92.643
2026-01-01 09:25:00,95.46
2026-01-01 09:30:00,92.204
2026-01-01 09:35:00,92.727
2026-01-01 09:40:00,92.253
2026-01-01 09:45:00,90.82
2026-01-01 09:50:00,93.521
2026-01-01 09:55:00,92.977
2026-01-01 10:00:00,92.949
2026-01-01 10:05:00,90.833
2026-01-01 10:10:00,93.53
2026-01-01 10:15:00,90.087
2026-01-01 10:20:00,92.395
2026-01-01 10:25:00,94.24
2026-01-01 10:30:00,90.342
2026-01-01 10:35:00,90.77
2026-01-01 10:40:00,91.488
2026-01-01 10:45:00,90.682
2026-01-01 10:50:00,89.342
2026-01-01 10:55:00,91.202
2026-01-01 11:00:00,89.761
2026-01-01 11:05:00,91.519
2026-01-01 11:10:00,89.762
2026-01-01 11:15:00,92.64
2026-01-01 11:20:00,89.755
2026-01-01 11:25:00,90.222
2026-01-01 11:30:00,91.498
2026-01-01 11:35:00,88.958
2026-01-01 11:40:00,90.622
2026-01-01 11:45:00,91.83
2026-01-01 11:50:00,88.245
2026-01-01 11:55:00,90.309
2026-01-01 12:00:00,90.312
2026-01-01 12:05:00,90.851
2026-01-01 12:10:00,88.341
2026-01-01 12:15:00,88.154
2026-01-01 12:20:00,90.278
2026-01-01 12:25:00,89.921
2026-01-01 12:30:00,89.778
2026-01-01 12:35:00,89.807
2026-01-01 12:40:00,88.489
2026-01-01 12:45:00,89.498
2026-01-01 12:50:00,89.486
2026-01-01 12:55:00,88.192
2026-01-01 13:00:00,91.204
2026-01-01 13:05:00,89.449
2026-01-01 13:10:00,87.368
2026-01-01 13:15:00,89.502
2026-01-01 13:20:00,87.462
2026-01-01 13:25:00,89.495
2026-01-01 13:30:00,89.86
2026-01-01 13:35:00,87.404
2026-01-01 13:40:00,89.466
2026-01-01 13:45:00,88.726
2026-01-01 13:50:00,89.139
2026-01-01 13:55:00,90.352
2026-01-01 14:00:00,87.706
2026-01-01 14:05:00,87.02
2026-01-01 14:10:00,86.783
2026-01-01 14:15:00,86.799
2026-01-01 14:20:00,87.613
2026-01-01 14:25:00,88.044
2026-01-01 14:30:00,87.897
2026-01-01 14:35:00,88.489
2026-01-01 14:40:00,87.444
2026-01-01 14:45:00,89.107
2026-01-01 14:50:00,86.98
2026-01-01 14:55:00,90.498
2026-01-01 15:00:00,87.922
2026-01-01 15:05:00,86.082
2026-01-01 15:10:00,85.766
2026-01-01 15:15:00,87.572
2026-01-01 15:20:00,86.668
2026-01-01 15:25:00,87.737
2026-01-01 15:30:00,87.394
2026-01-01 15:35:00,86.687
2026-01-01 15:40:00,85.707
2026-01-01 15:45:00,84.856
2026-01-01 15:50:00,86.091
2026-01-01 15:55:00,87.608
2026-01-01 16:00:00,86.793
2026-01-01 16:05:00,84.998
2026-01-01 16:10:00,86.66
2026-01-01 16:15:00,86.875
2026-01-01 16:20:00,85.314
2026-01-01 16:25:00,86.523
2026-01-01 16:30:00,86.374
2026-01-01 16:35:00,84.9
2026-01-01 16:40:00,86.671
2026-01-01 16:45:00,83.671
2026-01-01 16:50:00,81.056
2026-01-01 16:55:00,77.782
2026-01-01 17:00:00,71.626
2026-01-01 17:05:00,68.918
2026-01-01 17:10:00,67.427
2026-01-01 17:15:00,64.193
2026-01-01 17:20:00,60.965
2026-01-01 17:25:00,61.741
2026-01-01 17:30:00,54.576
2026-01-01 17:35:00,52.029
2026-01-01 17:40:00,48.589
2026-01-01 17:45:00,45.005
2026-01-01 17:50:00,40.625
2026-01-01 17:55:00,86.912
2026-01-01 18:00:00,89.517
2026-01-01 18:05:00,94.606
2026-01-01 18:10:00,98.755
2026-01-01 18:15:00,103.885
2026-01-01 18:20:00,111.015
2026-01-01 18:25:00,110.45
2026-01-01 18:30:00,117.969
2026-01-01 18:35:00,119.667
2026-01-01 18:40:00,125.494
2026-01-01 18:45:00,87.384
2026-01-01 18:50:00,86.172
2026-01-01 18:55:00,84.821
2026-01-01 19:00:00,85.278
2026-01-01 19:05:00,86.975
2026-01-01 19:10:00,85.309
2026-01-01 19:15:00,86.472
2026-01-01 19:20:00,86.296
2026-01-01 19:25:00,85.49
2026-01-01 19:30:00,88.877
2026-01-01 19:35:00,87.099
2026-01-01 19:40:00,83.945
2026-01-01 19:45:00,86.636
2026-01-01 19:50:00,85.658
2026-01-01 19:55:00,87.516
2026-01-01 20:00:00,85.585
2026-01-01 20:05:00,86.443
2026-01-01 20:10:00,87.232
2026-01-01 20:15:00,87.713
2026-01-01 20:20:00,85.283
2026-01-01 20:25:00,86.373
2026-01-01 20:30:00,86.257
2026-01-01 20:35:00,86.096
2026-01-01 20:40:00,89.054
2026-01-01 20:45:00,87.479
2026-01-01 20:50:00,85.538
2026-01-01 20:55:00,88.212
2026-01-01 21:00:00,89.718
2026-01-01 21:05:00,88.473
2026-01-01 21:10:00,85.474
2026-01-01 21:15:00,86.782
2026-01-01 21:20:00,88.949
2026-01-01 21:25:00,86.647
2026-01-01 21:30:00,88.098
2026-01-01 21:35:00,88.564
2026-01-01 21:40:00,86.593
2026-01-01 21:45:00,87.706
2026-01-01 21:50:00,83.961
2026-01-01 21:55:00,86.696
2026-01-01 22:00:00,87.697
2026-01-01 22:05:00,86.579
2026-01-01 22:10:00,90.112
2026-01-01 22:15:00,86.515
2026-01-01 22:20:00,87.781
2026-01-01 22:25:00,88.546
2026-01-01 22:30:00,90.199
2026-01-01 22:35:00,86.827
2026-01-01 22:40:00,90.028
2026-01-01 22:45:00,88.727
2026-01-01 22:50:00,87.619
2026-01-01 22:55:00,89.435
2026-01-01 23:00:00,89.204
2026-01-01 23:05:00,88.329
2026-01-01 23:10:00,89.218
2026-01-01 23:15:00,88.757
2026-01-01 23:20:00,89.442
2026-01-01 23:25:00,90.186
2026-01-01 23:30:00,91.381
2026-01-01 23:35:00,88.079
2026-01-01 23:40:00,92.211
2026-01-01 23:45:00,87.396
2026-01-01 23:50:00,89.643
2026-01-01 23:55:00,90.619
2026-01-02 00:00:00,90.337
2026-01-02 00:05:00,89.34
2026-01-02 00:10:00,89.925
2026-01-02 00:15:00,89.67
2026-01-02 00:20:00,89.641
2026-01-02 00:25:00,91.455
2026-01-02 00:30:00,90.951
2026-01-02 00:35:00,89.777
2026-01-02 00:40:00,91.774
2026-01-02 00:45:00,91.149
2026-01-02 00:50:00,91.841
2026-01-02 00:55:00,91.706
2026-01-02 01:00:00,90.04
2026-01-02 01:05:00,90.447
2026-01-02 01:10:00,92.1
2026-01-02 01:15:00,92.018
2026-01-02 01:20:00,91.343
2026-01-02 01:25:00,91.591
2026-01-02 01:30:00,93.064
2026-01-02 01:35:00,90.901
2026-01-02 01:40:00,92.347
2026-01-02 01:45:00,91.527
2026-01-02 01:50:00,91.586
2026-01-02 01:55:00,93.242
2026-01-02 02:00:00,92.99
2026-01-02 02:05:00,93.051
2026-01-02 02:10:00,93.716
2026-01-02 02:15:00,92.247
2026-01-02 02:20:00,93.113
2026-01-02 02:25:00,91.993
2026-01-02 02:30:00,92.824
2026-01-02 02:35:00,92.348
2026-01-02 02:40:00,92.688
2026-01-02 02:45:00,93.352
2026-01-02 02:50:00,91.72
2026-01-02 02:55:00,95.277
2026-01-02 03:00:00,91.621
2026-01-02 03:05:00,91.432
2026-01-02 03:10:00,94.339
2026-01-02 03:15:00,93.957
2026-01-02 03:20:00,93.813
2026-01-02 03:25:00,93.874
2026-01-02 03:30:00,93.159
2026-01-02 03:35:00,92.149
2026-01-02 03:40:00,93.368
2026-01-02 03:45:00,92.513
2026-01-02 03:50:00,94.544
2026-01-02 03:55:00,93.243
2026-01-02 04:00:00,92.474
2026-01-02 04:05:00,93.121
2026-01-02 04:10:00,94.044
2026-01-02 04:15:00,92.911
2026-01-02 04:20:00,92.639
2026-01-02 04:25:00,93.954
2026-01-02 04:30:00,93.989
2026-01-02 04:35:00,93.12
2026-01-02 04:40:00,93.194
2026-01-02 04:45:00,94.066
2026-01-02 04:50:00,92.077
2026-01-02 04:55:00,92.151
2026-01-02 05:00:00,93.002
2026-01-02 05:05:00,93.629
2026-01-02 05:10:00,94.278
2026-01-02 05:15:00,95.694
2026-01-02 05:20:00,94.968
2026-01-02 05:25:00,93.762
2026-01-02 05:30:00,93.943
2026-01-02 05:35:00,92.773
2026-01-02 05:40:00,93.963
2026-01-02 05:45:00,93.645
2026-01-02 05:50:00,94.383
2026-01-02 05:55:00,93.006
2026-01-02 06:00:00,94.623
2026-01-02 06:05:00,95.838
2026-01-02 06:10:00,93.866
2026-01-02 06:15:00,94.473
2026-01-02 06:20:00,94.813
2026-01-02 06:25:00,93.495
2026-01-02 06:30:00,94.235
2026-01-02 06:35:00,93.969
2026-01-02 06:40:00,94.056
2026-01-02 06:45:00,92.996
2026-01-02 06:50:00,93.935
2026-01-02 06:55:00,94.483
2026-01-02 07:00:00,95.605
2026-01-02 07:05:00,94.991
2026-01-02 07:10:00,96.399
2026-01-02 07:15:00,92.867
2026-01-02 07:20:00,94.806
2026-01-02 07:25:00,93.948
2026-01-02 07:30:00,96.323
2026-01-02 07:35:00,92.691
2026-01-02 07:40:00,92.618
2026-01-02 07:45:00,92.868
2026-01-02 07:50:00,90.999
2026-01-02 07:55:00,92.876
2026-01-02 08:00:00,92.553
2026-01-02 08:05:00,93.6
2026-01-02 08:10:00,93.784
2026-01-02 08:15:00,95.577
2026-01-02 08:20:00,94.417
2026-01-02 08:25:00,92.533
2026-01-02 08:30:00,92.095
2026-01-02 08:35:00,93.71
2026-01-02 08:40:00,91.48
2026-01-02 08:45:00,95.205
2026-01-02 08:50:00,94.364
2026-01-02 08:55:00,92.326
2026-01-02 09:00:00,90.773
2026-01-02 09:05:00,94.391
2026-01-02 09:10:00,92.565
2026-01-02 09:15:00,94.123
2026-01-02 09:20:00,90.658
2026-01-02 09:25:00,91.784
2026-01-02 09:30:00,92.441
2026-01-02 09:35:00,92.422
2026-01-02 09:40:00,91.754
2026-01-02 09:45:00,92.97
2026-01-02 09:50:00,90.868
2026-01-02 09:55:00,91.904
2026-01-02 10:00:00,92.144
2026-01-02 10:05:00,92.541
2026-01-02 10:10:00,92.701
2026-01-02 10:15:00,90.42
2026-01-02 10:20:00,89.85
2026-01-02 10:25:00,93.144
2026-01-02 10:30:00,91.93
2026-01-02 10:35:00,90.552
2026-01-02 10:40:00,93.229
2026-01-02 10:45:00,91.425
2026-01-02 10:50:00,92.618
2026-01-02 10:55:00,91.2
2026-01-02 11:00:00,93.508
2026-01-02 11:05:00,93.057
2026-01-02 11:10:00,90.567
2026-01-02 11:15:00,91.946
2026-01-02 11:20:00,91.469
2026-01-02 11:25:00,92.251
2026-01-02 11:30:00,89.364
2026-01-02 11:35:00,91.259
2026-01-02 11:40:00,91.619
2026-01-02 11:45:00,88.151
2026-01-02 11:50:00,88.755
2026-01-02 11:55:00,87.64
2026-01-02 12:00:00,89.677
2026-01-02 12:05:00,90.774
2026-01-02 12:10:00,91.628
2026-01-02 12:15:00,89.827
2026-01-02 12:20:00,91.606
2026-01-02 12:25:00,87.908
2026-01-02 12:30:00,87.434
2026-01-02 12:35:00,89.325
2026-01-02 12:40:00,89.766
2026-01-02 12:45:00,89.18
2026-01-02 12:50:00,86.653
2026-01-02 12:55:00,88.942
2026-01-02 13:00:00,87.399
2026-01-02 13:05:00,89.684
2026-01-02 13:10:00,89.237
2026-01-02 13:15:00,87.586
2026-01-02 13:20:00,88.015
2026-01-02 13:25:00,87.279
2026-01-02 13:30:00,88.394
2026-01-02 13:35:00,88.894
2026-01-02 13:40:00,85.845
2026-01-02 13:45:00,86.913
2026-01-02 13:50:00,84.953
2026-01-02 13:55:00,83.919
2026-01-02 14:00:00,84.025
2026-01-02 14:05:00,82.195
2026-01-02 14:10:00,82.058
2026-01-02 14:15:00,80.571
2026-01-02 14:20:00,83.653
2026-01-02 14:25:00,80.626
2026-01-02 14:30:00,79.033
2026-01-02 14:35:00,79.42
2026-01-02 14:40:00,78.32
2026-01-02 14:45:00,77.482
2026-01-02 14:50:00,77.778
2026-01-02 14:55:00,77.246
2026-01-02 15:00:00,74.997
2026-01-02 15:05:00,74.24
2026-01-02 15:10:00,73.9
2026-01-02 15:15:00,70.769
2026-01-02 15:20:00,71.015
2026-01-02 15:25:00,73.777
2026-01-02 15:30:00,73.416
2026-01-02 15:35:00,70.45
2026-01-02 15:40:00,70.749
2026-01-02 15:45:00,69.74
2026-01-02 15:50:00,72.372
2026-01-02 15:55:00,69.334
2026-01-02 16:00:00,67.152
2026-01-02 16:05:00,65.475
2026-01-02 16:10:00,64.011
2026-01-02 16:15:00,65.503
2026-01-02 16:20:00,63.672
2026-01-02 16:25:00,62.196
2026-01-02 16:30:00,62.452
2026-01-02 16:35:00,61.256
2026-01-02 16:40:00,63.907
2026-01-02 16:45:00,62.27
2026-01-02 16:50:00,61.176
2026-01-02 16:55:00,63.798
2026-01-02 17:00:00,62.953
2026-01-02 17:05:00,62.667
2026-01-02 17:10:00,66.371
2026-01-02 17:15:00,66.034
2026-01-02 17:20:00,64.988
2026-01-02 17:25:00,66.853
2026-01-02 17:30:00,66.88
2026-01-02 17:35:00,67.123
2026-01-02 17:40:00,70.747
2026-01-02 17:45:00,72.783
2026-01-02 17:50:00,69.67
2026-01-02 17:55:00,72.883
2026-01-02 18:00:00,72.288
2026-01-02 18:05:00,73.347
2026-01-02 18:10:00,74.086
2026-01-02 18:15:00,74.627
2026-01-02 18:20:00,76.591
2026-01-02 18:25:00,76.406
2026-01-02 18:30:00,78.6
2026-01-02 18:35:00,79.09
2026-01-02 18:40:00,79.74
2026-01-02 18:45:00,79.815
2026-01-02 18:50:00,81.092
2026-01-02 18:55:00,83.573
2026-01-02 19:00:00,84.151
2026-01-02 19:05:00,83.263
2026-01-02 19:10:00,85.442
2026-01-02 19:15:00,87.114
2026-01-02 19:20:00,84.238
2026-01-02 19:25:00,86.924
2026-01-02 19:30:00,85.509
2026-01-02 19:35:00,87.023
2026-01-02 19:40:00,85.459
2026-01-02 19:45:00,84.247
2026-01-02 19:50:00,84.499
2026-01-02 19:55:00,86.551
2026-01-02 20:00:00,86.848
2026-01-02 20:05:00,85.495
2026-01-02 20:10:00,87.393
2026-01-02 20:15:00,84.68
2026-01-02 20:20:00,86.644
2026-01-02 20:25:00,85.321
2026-01-02 20:30:00,86.044
2026-01-02 20:35:00,86.937
2026-01-02 20:40:00,85.903
2026-01-02 20:45:00,86.531
2026-01-02 20:50:00,88.258
2026-01-02 20:55:00,86.418
2026-01-02 21:00:00,88.174
2026-01-02 21:05:00,85.878
2026-01-02 21:10:00,87.933
2026-01-02 21:15:00,89.092
2026-01-02 21:20:00,84.463
2026-01-02 21:25:00,86.54
2026-01-02 21:30:00,88.257
2026-01-02 21:35:00,87.391
2026-01-02 21:40:00,88.151
2026-01-02 21:45:00,87.053
2026-01-02 21:50:00,87.955
2026-01-02 21:55:00,87.738
2026-01-02 22:00:00,89.401
2026-01-02 22:05:00,88.381
2026-01-02 22:10:00,88.558
2026-01-02 22:15:00,87.737
2026-01-02 22:20:00,87.724
2026-01-02 22:25:00,87.87
2026-01-02 22:30:00,88.943
2026-01-02 22:35:00,88.045
2026-01-02 22:40:00,88.98
2026-01-02 22:45:00,91.205
2026-01-02 22:50:00,89.843
2026-01-02 22:55:00,88.489
2026-01-02 23:00:00,90.406
2026-01-02 23:05:00,88.56
2026-01-02 23:10:00,86.688
2026-01-02 23:15:00,88.01
2026-01-02 23:20:00,87.06
2026-01-02 23:25:00,88.97
2026-01-02 23:30:00,89.5
2026-01-02 23:35:00,91.576
2026-01-02 23:40:00,90.044
2026-01-02 23:45:00,89.475
2026-01-02 23:50:00,90.821
2026-01-02 23:55:00,87.259
2026-01-03 00:00:00,90.283
2026-01-03 00:05:00,91.012
2026-01-03 00:10:00,88.4
2026-01-03 00:15:00,91.634
2026-01-03 00:20:00,90.755
2026-01-03 00:25:00,89.937
2026-01-03 00:30:00,91.281
2026-01-03 00:35:00,93.333
2026-01-03 00:40:00,90.913
2026-01-03 00:45:00,91.078
2026-01-03 00:50:00,90.315
2026-01-03 00:55:00,89.931
2026-01-03 01:00:00,92.032
2026-01-03 01:05:00,90.092
2026-01-03 01:10:00,91.289
2026-01-03 01:15:00,90.713
2026-01-03 01:20:00,91.943
2026-01-03 01:25:00,91.85
2026-01-03 01:30:00,92.776
2026-01-03 01:35:00,90.999
2026-01-03 01:40:00,91.367
2026-01-03 01:45:00,90.595
2026-01-03 01:50:00,91.314
2026-01-03 01:55:00,92.377
2026-01-03 02:00:00,92.908
2026-01-03 02:05:00,90.968
2026-01-03 02:10:00,93.193
2026-01-03 02:15:00,93.849
2026-01-03 02:20:00,92.79
2026-01-03 02:25:00,94.617
2026-01-03 02:30:00,91.506
2026-01-03 02:35:00,91.01
2026-01-03 02:40:00,90.437
2026-01-03 02:45:00,94.433
2026-01-03 02:50:00,93.488
2026-01-03 02:55:00,92.699
2026-01-03 03:00:00,93.164
2026-01-03 03:05:00,91.539
2026-01-03 03:10:00,95.884
2026-01-03 03:15:00,93.162
2026-01-03 03:20:00,93.195
2026-01-03 03:25:00,93.99
2026-01-03 03:30:00,93.751
2026-01-03 03:35:00,93.494
2026-01-03 03:40:00,92.328
2026-01-03 03:45:00,93.892
2026-01-03 03:50:00,95.632
2026-01-03 03:55:00,95.034
2026-01-03 04:00:00,95.376
2026-01-03 04:05:00,92.893
2026-01-03 04:10:00,92.361
2026-01-03 04:15:00,93.437
2026-01-03 04:20:00,93.692
2026-01-03 04:25:00,94.974
2026-01-03 04:30:00,91.665
2026-01-03 04:35:00,95.563
2026-01-03 04:40:00,93.569
2026-01-03 04:45:00,93.275
2026-01-03 04:50:00,92.6
2026-01-03 04:55:00,91.854
2026-01-03 05:00:00,94.852
2026-01-03 05:05:00,93.973
2026-01-03 05:10:00,92.357
2026-01-03 05:15:00,92.369
2026-01-03 05:20:00,93.536
2026-01-03 05:25:00,95.956
2026-01-03 05:30:00,93.654
2026-01-03 05:35:00,92.172
2026-01-03 05:40:00,93.69
2026-01-03 05:45:00,93.664
2026-01-03 05:50:00,90.76
2026-01-03 05:55:00,93.934
2026-01-03 06:00:00,93.723
2026-01-03 06:05:00,94.834
2026-01-03 06:10:00,96.215
2026-01-03 06:15:00,95.343
2026-01-03 06:20:00,93.662
2026-01-03 06:25:00,92.648
2026-01-03 06:30:00,97.054
2026-01-03 06:35:00,94.025
2026-01-03 06:40:00,93.956
2026-01-03 06:45:00,93.894
2026-01-03 06:50:00,94.143
2026-01-03 06:55:00,93.712
2026-01-03 07:00:00,93.175
2026-01-03 07:05:00,93.184
2026-01-03 07:10:00,93.776
2026-01-03 07:15:00,93.136
2026-01-03 07:20:00,92.903
2026-01-03 07:25:00,93.856
2026-01-03 07:30:00,93.39
2026-01-03 07:35:00,95.466
2026-01-03 07:40:00,90.444
2026-01-03 07:45:00,94.897
2026-01-03 07:50:00,95.043
2026-01-03 07:55:00,91.019
2026-01-03 08:00:00,93.053
2026-01-03 08:05:00,92.974
2026-01-03 08:10:00,91.685
2026-01-03 08:15:00,92.392
2026-01-03 08:20:00,91.944
2026-01-03 08:25:00,95.329
2026-01-03 08:30:00,94.296
2026-01-03 08:35:00,94.645
2026-01-03 08:40:00,93.93
2026-01-03 08:45:00,91.652
2026-01-03 08:50:00,92.32
2026-01-03 08:55:00,93.477
2026-01-03 09:00:00,91.362
2026-01-03 09:05:00,93.622
2026-01-03 09:10:00,92.414
2026-01-03 09:15:00,92.188
2026-01-03 09:20:00,93.424
2026-01-03 09:25:00,93.037
2026-01-03 09:30:00,92.002
2026-01-03 09:35:00,93.756
2026-01-03 09:40:00,90.997
2026-01-03 09:45:00,92.961
2026-01-03 09:50:00,92.861
2026-01-03 09:55:00,91.704
2026-01-03 10:00:00,92.391
2026-01-03 10:05:00,90.423
2026-01-03 10:10:00,92.956
2026-01-03 10:15:00,91.547
2026-01-03 10:20:00,91.063
2026-01-03 10:25:00,97.156
2026-01-03 10:30:00,99.257
2026-01-03 10:35:00,102.617
2026-01-03 10:40:00,106.643
2026-01-03 10:45:00,113.442
2026-01-03 10:50:00,115.381
2026-01-03 10:55:00,123.225
2026-01-03 11:00:00,88.537
2026-01-03 11:05:00,88.32
2026-01-03 11:10:00,81.786
2026-01-03 11:15:00,76.664
2026-01-03 11:20:00,71.374
2026-01-03 11:25:00,67.754
2026-01-03 11:30:00,62.477
2026-01-03 11:35:00,91.759
2026-01-03 11:40:00,90.486
2026-01-03 11:45:00,90.442
2026-01-03 11:50:00,89.738
2026-01-03 11:55:00,90.019
2026-01-03 12:00:00,90.369
2026-01-03 12:05:00,87.861
2026-01-03 12:10:00,88.208
2026-01-03 12:15:00,90.63
2026-01-03 12:20:00,89.856
2026-01-03 12:25:00,89.344
2026-01-03 12:30:00,89.5
2026-01-03 12:35:00,89.809
2026-01-03 12:40:00,88.658
2026-01-03 12:45:00,88.286
2026-01-03 12:50:00,89.369
2026-01-03 12:55:00,87.875
2026-01-03 13:00:00,89.455
2026-01-03 13:05:00,86.838
2026-01-03 13:10:00,90.032
2026-01-03 13:15:00,89.281
2026-01-03 13:20:00,88.939
2026-01-03 13:25:00,89.729
2026-01-03 13:30:00,90.468
2026-01-03 13:35:00,89.606
2026-01-03 13:40:00,86.1
2026-01-03 13:45:00,86.695
2026-01-03 13:50:00,87.403
2026-01-03 13:55:00,88.107
2026-01-03 14:00:00,88.621
2026-01-03 14:05:00,87.054
2026-01-03 14:10:00,88.075
2026-01-03 14:15:00,86.871
2026-01-03 14:20:00,86.972
2026-01-03 14:25:00,85.947
2026-01-03 14:30:00,86.457
2026-01-03 14:35:00,85.874
2026-01-03 14:40:00,86.258
2026-01-03 14:45:00,88.627
2026-01-03 14:50:00,86.158
2026-01-03 14:55:00,90.393
2026-01-03 15:00:00,87.764
2026-01-03 15:05:00,87.332
2026-01-03 15:10:00,86.021
2026-01-03 15:15:00,87.833
2026-01-03 15:20:00,86.245
2026-01-03 15:25:00,87.027
2026-01-03 15:30:00,89.899
2026-01-03 15:35:00,86.659
2026-01-03 15:40:00,88.103
2026-01-03 15:45:00,85.83
2026-01-03 15:50:00,86.584
2026-01-03 15:55:00,88.705
2026-01-03 16:00:00,85.784
2026-01-03 16:05:00,88.668
2026-01-03 16:10:00,87.301
2026-01-03 16:15:00,85.738
2026-01-03 16:20:00,87.134
2026-01-03 16:25:00,87.506
2026-01-03 16:30:00,87.051
2026-01-03 16:35:00,84.388
2026-01-03 16:40:00,85.369
2026-01-03 16:45:00,85.915
2026-01-03 16:50:00,86.096
2026-01-03 16:55:00,86.905
2026-01-03 17:00:00,86.35
2026-01-03 17:05:00,84.512
2026-01-03 17:10:00,86.551
2026-01-03 17:15:00,86.81
2026-01-03 17:20:00,86.733
2026-01-03 17:25:00,87.343
2026-01-03 17:30:00,87.035
2026-01-03 17:35:00,86.575
2026-01-03 17:40:00,85.931
2026-01-03 17:45:00,84.015
2026-01-03 17:50:00,86.519
2026-01-03 17:55:00,86.25
2026-01-03 18:00:00,86.326
2026-01-03 18:05:00,84.469
2026-01-03 18:10:00,84.707
2026-01-03 18:15:00,87.272
2026-01-03 18:20:00,85.968
2026-01-03 18:25:00,86.842
2026-01-03 18:30:00,86.068
2026-01-03 18:35:00,86.082
2026-01-03 18:40:00,87.187
2026-01-03 18:45:00,85.458
2026-01-03 18:50:00,86.21
2026-01-03 18:55:00,85.56
2026-01-03 19:00:00,85.615
2026-01-03 19:05:00,85.789
2026-01-03 19:10:00,86.452
2026-01-03 19:15:00,85.638
2026-01-03 19:20:00,87.748
2026-01-03 19:25:00,85.198
2026-01-03 19:30:00,86.08
2026-01-03 19:35:00,85.811
2026-01-03 19:40:00,88.111
2026-01-03 19:45:00,86.648
2026-01-03 19:50:00,87.69
2026-01-03 19:55:00,84.71
2026-01-03 20:00:00,86.856
2026-01-03 20:05:00,87.648
2026-01-03 20:10:00,86.725
2026-01-03 20:15:00,87.953
2026-01-03 20:20:00,86.103
2026-01-03 20:25:00,88.465
